date_time,day,home_team,away_team,stadium
18/05/2008 16:40,Sunday,Fremantle,Western Bulldogs,Subiaco
23/05/2008 19:40,Friday,Collingwood,Geelong,MCG
24/05/2008 14:10,Saturday,Carlton,Fremantle,Docklands
24/05/2008 15:10,Saturday,Port Adelaide,Sydney,Footy Park
24/05/2008 19:40,Saturday,Essendon,Richmond,MCG
24/05/2008 19:40,Saturday,West Coast,Adelaide,Subiaco
25/05/2008 13:10,Sunday,Brisbane Lions,St Kilda,Gabba
25/05/2008 14:10,Sunday,Melbourne,Hawthorn,MCG
25/05/2008 16:40,Sunday,Western Bulldogs,North Melbourne,Docklands
30/05/2008 20:10,Friday,Adelaide,Essendon,Footy Park
31/05/2008 14:10,Saturday,Collingwood,West Coast,MCG
31/05/2008 14:10,Saturday,Hawthorn,Western Bulldogs,Launceston
31/05/2008 19:10,Saturday,Brisbane Lions,North Melbourne,Gabba
31/05/2008 19:10,Saturday,Geelong,Carlton,Docklands
1/06/2008 13:10,Sunday,Sydney,Richmond,SCG
1/06/2008 14:10,Sunday,St Kilda,Melbourne,Docklands
1/06/2008 16:40,Sunday,Fremantle,Port Adelaide,Subiaco
6/06/2008 19:40,Friday,North Melbourne,Geelong,Docklands
7/06/2008 14:10,Saturday,Richmond,Adelaide,MCG
7/06/2008 19:10,Saturday,Essendon,Hawthorn,Docklands
7/06/2008 19:40,Saturday,West Coast,Sydney,Subiaco
8/06/2008 13:10,Sunday,Brisbane Lions,Fremantle,Gabba
8/06/2008 14:10,Sunday,St Kilda,Western Bulldogs,Docklands
8/06/2008 16:40,Sunday,Port Adelaide,Carlton,Footy Park
9/06/2008 14:10,Monday,Melbourne,Collingwood,MCG
13/06/2008 19:40,Friday,Essendon,West Coast,Docklands
14/06/2008 14:10,Saturday,Western Bulldogs,Brisbane Lions,MCG
14/06/2008 16:10,Saturday,Fremantle,North Melbourne,Subiaco
14/06/2008 19:10,Saturday,Sydney,St Kilda,SCG
14/06/2008 19:40,Saturday,Adelaide,Hawthorn,Footy Park
15/06/2008 13:10,Sunday,Geelong,Port Adelaide,Kardinia
15/06/2008 14:10,Sunday,Collingwood,Carlton,MCG
15/06/2008 16:40,Sunday,Richmond,Melbourne,Docklands
20/06/2008 19:40,Friday,St Kilda,Fremantle,Docklands
21/06/2008 14:10,Saturday,Hawthorn,North Melbourne,MCG
21/06/2008 15:10,Saturday,Port Adelaide,Richmond,Footy Park
21/06/2008 19:10,Saturday,Brisbane Lions,Adelaide,Gabba
21/06/2008 19:40,Saturday,West Coast,Geelong,Subiaco
22/06/2008 13:10,Sunday,Melbourne,Sydney,Manuka
22/06/2008 14:10,Sunday,Carlton,Essendon,MCG
22/06/2008 16:40,Sunday,Collingwood,Western Bulldogs,Docklands
27/06/2008 19:40,Friday,Hawthorn,West Coast,MCG
28/06/2008 14:10,Saturday,Richmond,Carlton,MCG
28/06/2008 19:10,Saturday,North Melbourne,St Kilda,Gold Coast
28/06/2008 19:40,Saturday,Western Bulldogs,Port Adelaide,Marrara
29/06/2008 13:10,Sunday,Melbourne,Brisbane Lions,MCG
29/06/2008 16:40,Sunday,Fremantle,Essendon,Subiaco
4/07/2008 20:10,Friday,Adelaide,Geelong,Footy Park
5/07/2008 19:10,Saturday,Sydney,Collingwood,Homebush
11/07/2008 19:40,Friday,Carlton,St Kilda,MCG
12/07/2008 14:10,Saturday,Collingwood,Adelaide,MCG
12/07/2008 14:10,Saturday,Geelong,Fremantle,Kardinia
12/07/2008 19:10,Saturday,Essendon,Brisbane Lions,Docklands
12/07/2008 19:40,Saturday,Port Adelaide,North Melbourne,Footy Park
13/07/2008 13:10,Sunday,Hawthorn,Sydney,MCG
13/07/2008 14:10,Sunday,Western Bulldogs,Melbourne,Docklands
13/07/2008 16:40,Sunday,West Coast,Richmond,Subiaco
18/07/2008 19:40,Friday,North Melbourne,Collingwood,Docklands
19/07/2008 14:10,Saturday,Geelong,Western Bulldogs,Kardinia
19/07/2008 14:10,Saturday,Richmond,Essendon,MCG
19/07/2008 19:10,Saturday,Brisbane Lions,West Coast,Gabba
19/07/2008 19:10,Saturday,St Kilda,Hawthorn,Docklands
20/07/2008 13:10,Sunday,Carlton,Sydney,Docklands
20/07/2008 15:10,Sunday,Port Adelaide,Adelaide,Footy Park
20/07/2008 16:40,Sunday,Fremantle,Melbourne,Subiaco
25/07/2008 19:40,Friday,Hawthorn,Geelong,MCG
26/07/2008 14:10,Saturday,Essendon,Collingwood,MCG
26/07/2008 16:10,Saturday,West Coast,St Kilda,Subiaco
26/07/2008 19:10,Saturday,Richmond,Brisbane Lions,Docklands
26/07/2008 19:10,Saturday,Sydney,Adelaide,SCG
27/07/2008 13:10,Sunday,Port Adelaide,Fremantle,Footy Park
27/07/2008 14:10,Sunday,Melbourne,North Melbourne,MCG
27/07/2008 16:40,Sunday,Western Bulldogs,Carlton,Docklands
1/08/2008 19:40,Friday,Collingwood,Hawthorn,MCG
2/08/2008 14:10,Saturday,Essendon,Melbourne,MCG
2/08/2008 15:10,Saturday,Adelaide,Carlton,Footy Park
2/08/2008 19:10,Saturday,Geelong,Richmond,Docklands
2/08/2008 19:10,Saturday,North Melbourne,Brisbane Lions,Gold Coast
3/08/2008 13:10,Sunday,Western Bulldogs,Sydney,Manuka
3/08/2008 14:10,Sunday,St Kilda,Port Adelaide,Docklands
3/08/2008 16:40,Sunday,Fremantle,West Coast,Subiaco
8/08/2008 19:10,Friday,Melbourne,Geelong,MCG
9/08/2008 14:10,Saturday,Carlton,Port Adelaide,Docklands
9/08/2008 14:10,Saturday,Hawthorn,Brisbane Lions,Launceston
9/08/2008 19:10,Saturday,Collingwood,St Kilda,MCG
9/08/2008 19:10,Saturday,Sydney,Fremantle,SCG
10/08/2008 13:10,Sunday,North Melbourne,Western Bulldogs,Docklands
10/08/2008 15:10,Sunday,Adelaide,Richmond,Footy Park
10/08/2008 16:40,Sunday,West Coast,Essendon,Subiaco
15/08/2008 20:10,Friday,Port Adelaide,Collingwood,Footy Park
16/08/2008 14:10,Saturday,Essendon,Adelaide,Docklands
16/08/2008 14:10,Saturday,Melbourne,West Coast,MCG
16/08/2008 19:10,Saturday,Brisbane Lions,Western Bulldogs,Gabba
16/08/2008 19:10,Saturday,Sydney,Geelong,Homebush
17/08/2008 13:10,Sunday,Richmond,Hawthorn,MCG
17/08/2008 14:10,Sunday,Carlton,North Melbourne,Docklands
17/08/2008 16:40,Sunday,Fremantle,St Kilda,Subiaco
22/08/2008 19:40,Friday,Western Bulldogs,Essendon,Docklands
23/08/2008 14:10,Saturday,Richmond,Fremantle,MCG
23/08/2008 15:10,Saturday,Port Adelaide,Melbourne,Footy Park
23/08/2008 19:10,Saturday,Brisbane Lions,Carlton,Gabba
23/08/2008 19:10,Saturday,Collingwood,Sydney,Docklands
24/08/2008 13:10,Sunday,Geelong,North Melbourne,Kardinia
24/08/2008 14:10,Sunday,St Kilda,Adelaide,Docklands
24/08/2008 16:40,Sunday,West Coast,Hawthorn,Subiaco
29/08/2008 20:40,Friday,Fremantle,Collingwood,Subiaco
30/08/2008 13:10,Saturday,North Melbourne,Port Adelaide,MCG
30/08/2008 14:10,Saturday,Geelong,West Coast,Kardinia
30/08/2008 16:10,Saturday,Adelaide,Western Bulldogs,Footy Park
30/08/2008 19:10,Saturday,Carlton,Hawthorn,Docklands
30/08/2008 19:10,Saturday,Sydney,Brisbane Lions,SCG
31/08/2008 14:10,Sunday,Melbourne,Richmond,MCG
31/08/2008 16:40,Sunday,Essendon,St Kilda,Docklands
5/09/2008 19:50,Friday,Hawthorn,Western Bulldogs,MCG
6/09/2008 14:30,Saturday,Adelaide,Collingwood,Footy Park
6/09/2008 19:30,Saturday,Sydney,North Melbourne,Homebush
7/09/2008 14:40,Sunday,Geelong,St Kilda,MCG
12/09/2008 19:50,Friday,Western Bulldogs,Sydney,MCG
13/09/2008 19:30,Saturday,St Kilda,Collingwood,MCG
19/09/2008 19:40,Friday,Geelong,Western Bulldogs,MCG
20/09/2008 19:00,Saturday,Hawthorn,St Kilda,MCG
27/09/2008 14:30,Saturday,Geelong,Hawthorn,MCG
7/02/2009 20:45,Saturday,Collingwood,West Coast,Subiaco
13/02/2009 20:40,Friday,Western Bulldogs,Essendon,Docklands
14/02/2009 20:45,Saturday,Brisbane Lions,St Kilda,Gold Coast
15/02/2009 20:40,Sunday,Fremantle,Richmond,Subiaco
20/02/2009 19:40,Friday,Carlton,North Melbourne,Docklands
21/02/2009 16:10,Saturday,Hawthorn,Melbourne,Launceston
21/02/2009 19:10,Saturday,Geelong,Adelaide,Docklands
22/02/2009 15:40,Sunday,Sydney,Port Adelaide,Manuka
26/02/2009 19:10,Thursday,Collingwood,Richmond,Docklands
27/02/2009 19:40,Friday,Essendon,Brisbane Lions,Docklands
28/02/2009 15:40,Saturday,Port Adelaide,Geelong,Footy Park
1/03/2009 16:40,Sunday,Carlton,Hawthorn,Docklands
6/03/2009 19:40,Friday,Collingwood,Essendon,Docklands
7/03/2009 19:10,Saturday,Geelong,Carlton,Docklands
13/03/2009 19:45,Friday,Collingwood,Geelong,Docklands
26/03/2009 19:40,Thursday,Richmond,Carlton,MCG
27/03/2009 19:40,Friday,Hawthorn,Geelong,MCG
28/03/2009 14:10,Saturday,Collingwood,Adelaide,MCG
28/03/2009 19:10,Saturday,Brisbane Lions,West Coast,Gabba
28/03/2009 19:10,Saturday,St Kilda,Sydney,Docklands
29/03/2009 13:10,Sunday,Melbourne,North Melbourne,MCG
29/03/2009 15:10,Sunday,Port Adelaide,Essendon,Footy Park
29/03/2009 19:10,Sunday,Fremantle,Western Bulldogs,Subiaco
3/04/2009 20:10,Friday,Adelaide,St Kilda,Footy Park
4/04/2009 14:10,Saturday,Geelong,Richmond,Kardinia
4/04/2009 14:10,Saturday,Collingwood,Melbourne,MCG
4/04/2009 19:10,Saturday,Carlton,Brisbane Lions,Docklands
4/04/2009 19:10,Saturday,Sydney,Hawthorn,Homebush
5/04/2009 13:10,Sunday,Essendon,Fremantle,Docklands
5/04/2009 14:10,Sunday,Western Bulldogs,North Melbourne,MCG
5/04/2009 16:40,Sunday,West Coast,Port Adelaide,Subiaco
9/04/2009 19:40,Thursday,Geelong,Collingwood,MCG
11/04/2009 14:10,Saturday,St Kilda,West Coast,Docklands
11/04/2009 19:10,Saturday,Brisbane Lions,Sydney,Gabba
11/04/2009 19:10,Saturday,Carlton,Essendon,MCG
12/04/2009 13:10,Sunday,Port Adelaide,Melbourne,Footy Park
12/04/2009 14:10,Sunday,North Melbourne,Hawthorn,Docklands
12/04/2009 16:40,Sunday,Fremantle,Adelaide,Subiaco
13/04/2009 14:10,Monday,Western Bulldogs,Richmond,Docklands
17/04/2009 19:40,Friday,Brisbane Lions,Collingwood,Gabba
18/04/2009 14:10,Saturday,Sydney,Carlton,SCG
18/04/2009 14:10,Saturday,Hawthorn,Port Adelaide,MCG
18/04/2009 19:10,Saturday,St Kilda,Fremantle,Docklands
18/04/2009 19:40,Saturday,Adelaide,Geelong,Footy Park
19/04/2009 13:10,Sunday,North Melbourne,Essendon,Docklands
19/04/2009 14:10,Sunday,Richmond,Melbourne,MCG
19/04/2009 16:40,Sunday,West Coast,Western Bulldogs,Subiaco
24/04/2009 20:15,Friday,Port Adelaide,St Kilda,Footy Park
25/04/2009 14:20,Saturday,Essendon,Collingwood,MCG
25/04/2009 17:15,Saturday,Hawthorn,West Coast,Launceston
25/04/2009 19:15,Saturday,North Melbourne,Richmond,Docklands
25/04/2009 20:45,Saturday,Fremantle,Sydney,Subiaco
26/04/2009 13:15,Sunday,Geelong,Brisbane Lions,Kardinia
26/04/2009 14:15,Sunday,Western Bulldogs,Carlton,Docklands
26/04/2009 16:45,Sunday,Melbourne,Adelaide,MCG
1/05/2009 19:40,Friday,North Melbourne,Collingwood,Docklands
2/05/2009 14:10,Saturday,Hawthorn,Carlton,MCG
2/05/2009 16:10,Saturday,West Coast,Fremantle,Subiaco
2/05/2009 19:10,Saturday,Brisbane Lions,Essendon,Gabba
2/05/2009 19:40,Saturday,Port Adelaide,Adelaide,Footy Park
3/05/2009 13:10,Sunday,Sydney,Richmond,SCG
3/05/2009 14:10,Sunday,Melbourne,Geelong,MCG
3/05/2009 16:40,Sunday,Western Bulldogs,St Kilda,Docklands
8/05/2009 19:40,Friday,Essendon,Hawthorn,Docklands
9/05/2009 14:10,Saturday,Geelong,Sydney,Kardinia
9/05/2009 14:10,Saturday,Richmond,Brisbane Lions,MCG
9/05/2009 19:10,Saturday,North Melbourne,Port Adelaide,Docklands
9/05/2009 19:10,Saturday,Carlton,Fremantle,Gold Coast
10/05/2009 13:10,Sunday,Adelaide,Western Bulldogs,Footy Park
10/05/2009 16:40,Sunday,West Coast,Melbourne,Subiaco
11/05/2009 19:20,Monday,Collingwood,St Kilda,Docklands
15/05/2009 20:40,Friday,Fremantle,Hawthorn,Subiaco
16/05/2009 14:10,Saturday,Melbourne,Western Bulldogs,MCG
16/05/2009 14:10,Saturday,Geelong,North Melbourne,Kardinia
16/05/2009 19:10,Saturday,Brisbane Lions,Adelaide,Gabba
16/05/2009 19:10,Saturday,Sydney,West Coast,Homebush
17/05/2009 13:10,Sunday,Port Adelaide,Richmond,Footy Park
17/05/2009 14:10,Sunday,Collingwood,Carlton,MCG
17/05/2009 16:40,Sunday,St Kilda,Essendon,Docklands
22/05/2009 19:40,Friday,Geelong,Western Bulldogs,Docklands
23/05/2009 14:10,Saturday,North Melbourne,Fremantle,Docklands
23/05/2009 15:10,Saturday,Adelaide,Carlton,Footy Park
23/05/2009 19:40,Saturday,West Coast,Collingwood,Subiaco
23/05/2009 19:40,Saturday,Richmond,Essendon,MCG
24/05/2009 13:10,Sunday,Sydney,Port Adelaide,SCG
24/05/2009 14:10,Sunday,St Kilda,Brisbane Lions,Docklands
24/05/2009 16:40,Sunday,Hawthorn,Melbourne,MCG
29/05/2009 19:40,Friday,Carlton,West Coast,Docklands
30/05/2009 14:10,Saturday,Western Bulldogs,Sydney,Manuka
30/05/2009 14:10,Saturday,North Melbourne,Brisbane Lions,Docklands
30/05/2009 19:10,Saturday,St Kilda,Melbourne,Gold Coast
30/05/2009 19:40,Saturday,Fremantle,Richmond,Subiaco
31/05/2009 13:10,Sunday,Adelaide,Hawthorn,Footy Park
31/05/2009 14:10,Sunday,Essendon,Geelong,Docklands
31/05/2009 16:40,Sunday,Collingwood,Port Adelaide,MCG
5/06/2009 19:40,Friday,Richmond,Western Bulldogs,Docklands
6/06/2009 14:10,Saturday,North Melbourne,St Kilda,Docklands
6/06/2009 19:10,Saturday,Brisbane Lions,Carlton,Gabba
6/06/2009 19:40,Saturday,Port Adelaide,Fremantle,Footy Park
7/06/2009 13:10,Sunday,Essendon,Adelaide,Docklands
7/06/2009 14:10,Sunday,Hawthorn,Sydney,MCG
7/06/2009 16:40,Sunday,West Coast,Geelong,Subiaco
8/06/2009 14:10,Monday,Melbourne,Collingwood,MCG
12/06/2009 19:40,Friday,Carlton,St Kilda,Docklands
13/06/2009 19:10,Saturday,Western Bulldogs,Port Adelaide,Marrara
13/06/2009 19:10,Saturday,Richmond,West Coast,Docklands
14/06/2009 13:10,Sunday,Hawthorn,Brisbane Lions,Launceston
14/06/2009 16:40,Sunday,Adelaide,North Melbourne,Footy Park
19/06/2009 19:40,Friday,Essendon,Melbourne,Docklands
20/06/2009 19:10,Saturday,Sydney,Collingwood,Homebush
21/06/2009 16:40,Sunday,Fremantle,Geelong,Subiaco
26/06/2009 19:40,Friday,Essendon,Carlton,MCG
27/06/2009 14:10,Saturday,Collingwood,Fremantle,MCG
27/06/2009 15:10,Saturday,Adelaide,Sydney,Footy Park
27/06/2009 19:10,Saturday,Brisbane Lions,Melbourne,Gabba
27/06/2009 19:40,Saturday,West Coast,Hawthorn,Subiaco
28/06/2009 13:10,Sunday,Geelong,Port Adelaide,Kardinia
28/06/2009 14:10,Sunday,North Melbourne,Western Bulldogs,MCG
28/06/2009 16:40,Sunday,St Kilda,Richmond,Docklands
3/07/2009 19:40,Friday,Collingwood,Essendon,MCG
4/07/2009 14:10,Saturday,Melbourne,West Coast,MCG
4/07/2009 15:10,Saturday,Port Adelaide,Brisbane Lions,Footy Park
4/07/2009 19:10,Saturday,Richmond,Adelaide,Gold Coast
4/07/2009 19:10,Saturday,Western Bulldogs,Hawthorn,Docklands
5/07/2009 13:10,Sunday,Sydney,North Melbourne,SCG
5/07/2009 15:10,Sunday,St Kilda,Geelong,Docklands
5/07/2009 16:40,Sunday,Fremantle,Carlton,Subiaco
10/07/2009 19:40,Friday,Western Bulldogs,Collingwood,Docklands
11/07/2009 14:10,Saturday,Sydney,Essendon,SCG
11/07/2009 14:10,Saturday,Carlton,Richmond,MCG
11/07/2009 19:10,Saturday,Brisbane Lions,Geelong,Gabba
11/07/2009 19:40,Saturday,Adelaide,Fremantle,Footy Park
12/07/2009 13:10,Sunday,Hawthorn,North Melbourne,Launceston
12/07/2009 14:10,Sunday,Melbourne,Port Adelaide,MCG
12/07/2009 16:40,Sunday,West Coast,St Kilda,Subiaco
17/07/2009 19:40,Friday,Essendon,Western Bulldogs,Docklands
18/07/2009 14:10,Saturday,Carlton,Sydney,Docklands
18/07/2009 14:10,Saturday,Geelong,Melbourne,Kardinia
18/07/2009 19:10,Saturday,Collingwood,Hawthorn,MCG
18/07/2009 19:40,Saturday,Fremantle,Brisbane Lions,Subiaco
19/07/2009 13:10,Sunday,Port Adelaide,West Coast,Footy Park
19/07/2009 14:10,Sunday,Richmond,North Melbourne,MCG
19/07/2009 16:40,Sunday,St Kilda,Adelaide,Docklands
24/07/2009 19:40,Friday,Carlton,Collingwood,MCG
25/07/2009 14:10,Saturday,Geelong,Hawthorn,MCG
25/07/2009 16:10,Saturday,Fremantle,West Coast,Subiaco
25/07/2009 19:10,Saturday,Brisbane Lions,North Melbourne,Gabba
25/07/2009 19:10,Saturday,St Kilda,Western Bulldogs,Docklands
26/07/2009 13:10,Sunday,Melbourne,Sydney,Manuka
26/07/2009 14:10,Sunday,Essendon,Richmond,MCG
26/07/2009 16:40,Sunday,Adelaide,Port Adelaide,Footy Park
31/07/2009 19:40,Friday,North Melbourne,Carlton,Docklands
1/08/2009 14:10,Saturday,Western Bulldogs,Fremantle,Docklands
1/08/2009 14:10,Saturday,Geelong,Adelaide,Kardinia
1/08/2009 19:10,Saturday,Sydney,St Kilda,SCG
1/08/2009 19:10,Saturday,Collingwood,Brisbane Lions,MCG
2/08/2009 13:10,Sunday,Melbourne,Richmond,MCG
2/08/2009 15:10,Sunday,Port Adelaide,Hawthorn,Footy Park
2/08/2009 16:40,Sunday,West Coast,Essendon,Subiaco
7/08/2009 19:40,Friday,Carlton,Geelong,MCG
8/08/2009 14:10,Saturday,Western Bulldogs,West Coast,Docklands
8/08/2009 14:10,Saturday,Hawthorn,St Kilda,Launceston
8/08/2009 19:10,Saturday,Essendon,Brisbane Lions,MCG
8/08/2009 19:40,Saturday,Adelaide,Collingwood,Footy Park
9/08/2009 13:10,Sunday,North Melbourne,Melbourne,Docklands
9/08/2009 14:10,Sunday,Richmond,Sydney,MCG
9/08/2009 16:40,Sunday,Fremantle,Port Adelaide,Subiaco
14/08/2009 19:40,Friday,Hawthorn,Adelaide,MCG
15/08/2009 14:10,Saturday,Richmond,Collingwood,MCG
15/08/2009 16:10,Saturday,West Coast,North Melbourne,Subiaco
15/08/2009 19:10,Saturday,Brisbane Lions,Western Bulldogs,Gabba
15/08/2009 19:10,Saturday,Sydney,Geelong,Homebush
16/08/2009 13:10,Sunday,Melbourne,Fremantle,MCG
16/08/2009 15:10,Sunday,Port Adelaide,Carlton,Footy Park
16/08/2009 16:40,Sunday,Essendon,St Kilda,Docklands
21/08/2009 19:40,Friday,Western Bulldogs,Geelong,Docklands
22/08/2009 14:10,Saturday,Carlton,Melbourne,Docklands
22/08/2009 15:10,Saturday,Adelaide,West Coast,Footy Park
22/08/2009 19:10,Saturday,Brisbane Lions,Port Adelaide,Gabba
22/08/2009 19:10,Saturday,Richmond,Hawthorn,MCG
23/08/2009 13:10,Sunday,St Kilda,North Melbourne,Docklands
23/08/2009 14:10,Sunday,Collingwood,Sydney,MCG
23/08/2009 16:40,Sunday,Fremantle,Essendon,Subiaco
28/08/2009 20:40,Friday,West Coast,Richmond,Subiaco
29/08/2009 13:10,Saturday,Geelong,Fremantle,Kardinia
29/08/2009 14:10,Saturday,Hawthorn,Essendon,MCG
29/08/2009 16:10,Saturday,Carlton,Adelaide,Docklands
29/08/2009 19:10,Saturday,Sydney,Brisbane Lions,SCG
29/08/2009 19:40,Saturday,Port Adelaide,North Melbourne,Footy Park
30/08/2009 14:10,Sunday,Melbourne,St Kilda,MCG
30/08/2009 16:40,Sunday,Collingwood,Western Bulldogs,Docklands
4/09/2009 20:15,Friday,Adelaide,Essendon,Footy Park
5/09/2009 14:30,Saturday,Geelong,Western Bulldogs,MCG
5/09/2009 19:30,Saturday,Brisbane Lions,Carlton,Gabba
6/09/2009 14:40,Sunday,St Kilda,Collingwood,MCG
11/09/2009 19:45,Friday,Western Bulldogs,Brisbane Lions,MCG
12/09/2009 19:30,Saturday,Collingwood,Adelaide,MCG
18/09/2009 19:45,Friday,St Kilda,Western Bulldogs,MCG
19/09/2009 19:30,Saturday,Geelong,Collingwood,MCG
26/09/2009 14:30,Saturday,St Kilda,Geelong,MCG
12/02/2010 19:40,Friday,West Coast,Essendon,Subiaco
13/02/2010 16:10,Saturday,Adelaide,Port Adelaide,Footy Park
13/02/2010 19:40,Saturday,Hawthorn,Richmond,Launceston
14/02/2010 16:40,Sunday,Western Bulldogs,Brisbane Lions,Manuka
19/02/2010 19:40,Friday,St Kilda,Collingwood,Docklands
20/02/2010 19:40,Saturday,Sydney,Carlton,Blacktown
21/02/2010 16:40,Sunday,Geelong,North Melbourne,Docklands
21/02/2010 20:40,Sunday,Fremantle,Melbourne,Subiaco
26/02/2010 19:40,Friday,Hawthorn,Western Bulldogs,Docklands
26/02/2010 20:40,Friday,West Coast,Port Adelaide,Subiaco
27/02/2010 19:10,Saturday,St Kilda,Sydney,Docklands
28/02/2010 17:10,Sunday,North Melbourne,Fremantle,Docklands
5/03/2010 19:40,Friday,Western Bulldogs,Port Adelaide,Docklands
6/03/2010 19:10,Saturday,St Kilda,Fremantle,Docklands
13/03/2010 19:10,Saturday,Western Bulldogs,St Kilda,Docklands
25/03/2010 19:10,Thursday,Richmond,Carlton,MCG
