Stadium,BOM_station_number,Year,Month,Day,Rainfall_amount
York Park,91237,2009,4,13,0
York Park,91237,2009,4,14,0
York Park,91237,2009,4,15,8.4
York Park,91237,2009,4,16,1.8
York Park,91237,2009,4,17,15.6
York Park,91237,2009,4,18,0.2
York Park,91237,2009,4,19,0
York Park,91237,2009,4,20,0
York Park,91237,2009,4,21,0
York Park,91237,2009,4,22,0
York Park,91237,2009,4,23,0
York Park,91237,2009,4,24,0
York Park,91237,2009,4,25,22.2
York Park,91237,2009,4,26,19
York Park,91237,2009,4,27,9.8
York Park,91237,2009,4,28,0
York Park,91237,2009,4,29,0
York Park,91237,2009,4,30,0
York Park,91237,2009,5,1,4.6
York Park,91237,2009,5,2,0
York Park,91237,2009,5,3,0
York Park,91237,2009,5,4,0
York Park,91237,2009,5,5,0
York Park,91237,2009,5,6,0
York Park,91237,2009,5,7,0
York Park,91237,2009,5,8,0
York Park,91237,2009,5,9,0
York Park,91237,2009,5,10,0
York Park,91237,2009,5,11,0
York Park,91237,2009,5,12,1
York Park,91237,2009,5,13,0.4
York Park,91237,2009,5,14,0
York Park,91237,2009,5,15,0
York Park,91237,2009,5,16,0.4
York Park,91237,2009,5,17,0
York Park,91237,2009,5,18,0
York Park,91237,2009,5,19,0
York Park,91237,2009,5,20,0
York Park,91237,2009,5,21,0
York Park,91237,2009,5,22,0
York Park,91237,2009,5,23,0.2
York Park,91237,2009,5,24,0
York Park,91237,2009,5,25,0
York Park,91237,2009,5,26,6.6
York Park,91237,2009,5,27,0
York Park,91237,2009,5,28,0
York Park,91237,2009,5,29,0
York Park,91237,2009,5,30,0
York Park,91237,2009,5,31,0
York Park,91237,2009,6,1,0
York Park,91237,2009,6,2,0.2
York Park,91237,2009,6,3,0
York Park,91237,2009,6,4,25.2
York Park,91237,2009,6,5,10
York Park,91237,2009,6,6,0.4
York Park,91237,2009,6,7,3.2
York Park,91237,2009,6,8,1
York Park,91237,2009,6,9,1
York Park,91237,2009,6,10,3
York Park,91237,2009,6,11,0
York Park,91237,2009,6,12,0.2
York Park,91237,2009,6,13,0.2
York Park,91237,2009,6,14,5.2
York Park,91237,2009,6,15,0
York Park,91237,2009,6,16,0
York Park,91237,2009,6,17,0
York Park,91237,2009,6,18,0.4
York Park,91237,2009,6,19,0.2
York Park,91237,2009,6,20,0.1
York Park,91237,2009,6,21,6
York Park,91237,2009,6,22,0
York Park,91237,2009,6,23,0
York Park,91237,2009,6,24,0
York Park,91237,2009,6,25,0
York Park,91237,2009,6,26,10.2
York Park,91237,2009,6,27,3.2
York Park,91237,2009,6,28,1.8
York Park,91237,2009,6,29,8
York Park,91237,2009,6,30,6.2
York Park,91237,2009,7,1,11.5
York Park,91237,2009,7,2,8.6
York Park,91237,2009,7,3,0.4
York Park,91237,2009,7,4,0
York Park,91237,2009,7,5,0
York Park,91237,2009,7,6,0
York Park,91237,2009,7,7,0
York Park,91237,2009,7,8,0.1
York Park,91237,2009,7,9,0.1
York Park,91237,2009,7,10,0.1
York Park,91237,2009,7,11,0.2
York Park,91237,2009,7,12,22.6
York Park,91237,2009,7,13,25
York Park,91237,2009,7,14,0.1
York Park,91237,2009,7,15,0
York Park,91237,2009,7,16,0
York Park,91237,2009,7,17,0
York Park,91237,2009,7,18,0
York Park,91237,2009,7,19,8
York Park,91237,2009,7,20,2
York Park,91237,2009,7,21,2.4
York Park,91237,2009,7,22,8.4
York Park,91237,2009,7,23,0.4
York Park,91237,2009,7,24,0
York Park,91237,2009,7,25,7
York Park,91237,2009,7,26,3.4
York Park,91237,2009,7,27,0.1
York Park,91237,2009,7,28,0
York Park,91237,2009,7,29,0
York Park,91237,2009,7,30,0
York Park,91237,2009,7,31,0
York Park,91237,2009,8,1,0
York Park,91237,2009,8,2,0.2
York Park,91237,2009,8,3,15.4
York Park,91237,2009,8,4,8.8
York Park,91237,2009,8,5,0
York Park,91237,2009,8,6,8
York Park,91237,2009,8,7,17.6
York Park,91237,2009,8,8,1.4
York Park,91237,2009,8,9,0
York Park,91237,2009,8,10,1
York Park,91237,2009,8,11,3
York Park,91237,2009,8,12,0
York Park,91237,2009,8,13,0
York Park,91237,2009,8,14,1
York Park,91237,2009,8,15,0
York Park,91237,2009,8,16,2.8
York Park,91237,2009,8,17,18
York Park,91237,2009,8,18,0.2
York Park,91237,2009,8,19,0
York Park,91237,2009,8,20,4.2
York Park,91237,2009,8,21,10.2
York Park,91237,2009,8,22,8
York Park,91237,2009,8,23,12.8
York Park,91237,2009,8,24,12.4
York Park,91237,2009,8,25,6.6
York Park,91237,2009,8,26,6
York Park,91237,2009,8,27,1.6
York Park,91237,2009,8,28,1.6
York Park,91237,2009,8,29,13
York Park,91237,2009,8,30,18.4
York Park,91237,2009,8,31,0.2
York Park,91237,2009,9,1,0
York Park,91237,2009,9,2,0
York Park,91237,2009,9,3,1.4
York Park,91237,2009,9,4,5.6
York Park,91237,2009,9,5,7
York Park,91237,2009,9,6,0.6
York Park,91237,2009,9,7,0.2
York Park,91237,2009,9,8,9.2
York Park,91237,2009,9,9,5
York Park,91237,2009,9,10,0
York Park,91237,2009,9,11,0
York Park,91237,2009,9,12,0.4
York Park,91237,2009,9,13,4
York Park,91237,2009,9,14,4.4
York Park,91237,2009,9,15,0
York Park,91237,2009,9,16,0
York Park,91237,2009,9,17,3.4
York Park,91237,2009,9,18,9
York Park,91237,2009,9,19,0
York Park,91237,2009,9,20,0
York Park,91237,2009,9,21,5.2
York Park,91237,2009,9,22,0.1
York Park,91237,2009,9,23,2.8
York Park,91237,2009,9,24,0
York Park,91237,2009,9,25,15.2
York Park,91237,2009,9,26,4.8
York Park,91237,2009,9,27,0
York Park,91237,2009,9,28,0
York Park,91237,2009,9,29,0
York Park,91237,2009,9,30,0
York Park,91237,2009,10,1,2
York Park,91237,2009,10,2,0
York Park,91237,2009,10,3,0
York Park,91237,2009,10,4,0
York Park,91237,2009,10,5,0
York Park,91237,2009,10,6,1
York Park,91237,2009,10,7,0
York Park,91237,2009,10,8,0
York Park,91237,2009,10,9,0
York Park,91237,2009,10,10,0
York Park,91237,2009,10,11,0
York Park,91237,2009,10,12,0
York Park,91237,2009,10,13,6.8
York Park,91237,2009,10,14,17.4
York Park,91237,2009,10,15,1.6
York Park,91237,2009,10,16,1
York Park,91237,2009,10,17,4.8
York Park,91237,2009,10,18,0
York Park,91237,2009,10,19,0
York Park,91237,2009,10,20,0
York Park,91237,2009,10,21,0
York Park,91237,2009,10,22,0
York Park,91237,2009,10,23,0
York Park,91237,2009,10,24,0
York Park,91237,2009,10,25,0
York Park,91237,2009,10,26,0
York Park,91237,2009,10,27,0
York Park,91237,2009,10,28,0
York Park,91237,2009,10,29,2.8
York Park,91237,2009,10,30,0
York Park,91237,2009,10,31,3.1
York Park,91237,2009,11,1,0.8
York Park,91237,2009,11,2,0
York Park,91237,2009,11,3,15
York Park,91237,2009,11,4,0
York Park,91237,2009,11,5,0
York Park,91237,2009,11,6,0
York Park,91237,2009,11,7,0
York Park,91237,2009,11,8,0
York Park,91237,2009,11,9,0
York Park,91237,2009,11,10,0
York Park,91237,2009,11,11,0
York Park,91237,2009,11,12,0
York Park,91237,2009,11,13,0
York Park,91237,2009,11,14,0
York Park,91237,2009,11,15,0
York Park,91237,2009,11,16,0.2
York Park,91237,2009,11,17,0.5
York Park,91237,2009,11,18,0
York Park,91237,2009,11,19,0
York Park,91237,2009,11,20,0
York Park,91237,2009,11,21,5
York Park,91237,2009,11,22,6
York Park,91237,2009,11,23,6
York Park,91237,2009,11,24,0
York Park,91237,2009,11,25,0
York Park,91237,2009,11,26,0
York Park,91237,2009,11,27,7
York Park,91237,2009,11,28,11.6
York Park,91237,2009,11,29,7.5
York Park,91237,2009,11,30,0
York Park,91237,2009,12,1,0
York Park,91237,2009,12,2,0
York Park,91237,2009,12,3,0
York Park,91237,2009,12,4,4
York Park,91237,2009,12,5,0
York Park,91237,2009,12,6,0
York Park,91237,2009,12,7,0
York Park,91237,2009,12,8,0.8
York Park,91237,2009,12,9,0
York Park,91237,2009,12,10,0.6
York Park,91237,2009,12,11,3
York Park,91237,2009,12,12,0
York Park,91237,2009,12,13,0
York Park,91237,2009,12,14,0
York Park,91237,2009,12,15,0
York Park,91237,2009,12,16,0
York Park,91237,2009,12,17,0
York Park,91237,2009,12,18,13
York Park,91237,2009,12,19,0
York Park,91237,2009,12,20,0
York Park,91237,2009,12,21,0
York Park,91237,2009,12,22,0
York Park,91237,2009,12,23,0
York Park,91237,2009,12,24,0.4
York Park,91237,2009,12,25,1.3
York Park,91237,2009,12,26,0
York Park,91237,2009,12,27,0
York Park,91237,2009,12,28,0
York Park,91237,2009,12,29,0
York Park,91237,2009,12,30,0
York Park,91237,2009,12,31,0
York Park,91237,2010,1,1,0
York Park,91237,2010,1,2,0.6
York Park,91237,2010,1,3,0
York Park,91237,2010,1,4,0
York Park,91237,2010,1,5,0
York Park,91237,2010,1,6,0
York Park,91237,2010,1,7,0
York Park,91237,2010,1,8,0
York Park,91237,2010,1,9,0
York Park,91237,2010,1,10,0
York Park,91237,2010,1,11,0
York Park,91237,2010,1,12,0
York Park,91237,2010,1,13,0
York Park,91237,2010,1,14,0
York Park,91237,2010,1,15,0
York Park,91237,2010,1,16,0
York Park,91237,2010,1,17,0
York Park,91237,2010,1,18,6.8
York Park,91237,2010,1,19,0
York Park,91237,2010,1,20,0
York Park,91237,2010,1,21,0
York Park,91237,2010,1,22,0
York Park,91237,2010,1,23,0
York Park,91237,2010,1,24,0
York Park,91237,2010,1,25,0
York Park,91237,2010,1,26,0
York Park,91237,2010,1,27,0
York Park,91237,2010,1,28,0
York Park,91237,2010,1,29,0
York Park,91237,2010,1,30,0
York Park,91237,2010,1,31,0
York Park,91237,2010,2,1,0
York Park,91237,2010,2,2,0
York Park,91237,2010,2,3,0
York Park,91237,2010,2,4,0
York Park,91237,2010,2,5,18.2
York Park,91237,2010,2,6,0
York Park,91237,2010,2,7,0
York Park,91237,2010,2,8,0
York Park,91237,2010,2,9,0
York Park,91237,2010,2,10,0
York Park,91237,2010,2,11,0
York Park,91237,2010,2,12,13
York Park,91237,2010,2,13,
York Park,91237,2010,2,14,2.2
York Park,91237,2010,2,15,0
York Park,91237,2010,2,16,0
York Park,91237,2010,2,17,0
York Park,91237,2010,2,18,0
York Park,91237,2010,2,19,0
York Park,91237,2010,2,20,0
York Park,91237,2010,2,21,0.2
York Park,91237,2010,2,22,0
York Park,91237,2010,2,23,7.5
York Park,91237,2010,2,24,0
York Park,91237,2010,2,25,0
York Park,91237,2010,2,26,0
York Park,91237,2010,2,27,1
York Park,91237,2010,2,28,0
York Park,91237,2010,3,1,0
York Park,91237,2010,3,2,0
York Park,91237,2010,3,3,0
York Park,91237,2010,3,4,0
York Park,91237,2010,3,5,0
York Park,91237,2010,3,6,27
York Park,91237,2010,3,7,0
York Park,91237,2010,3,8,3.8
York Park,91237,2010,3,9,15
York Park,91237,2010,3,10,0
York Park,91237,2010,3,11,0
York Park,91237,2010,3,12,0
York Park,91237,2010,3,13,0
York Park,91237,2010,3,14,0
York Park,91237,2010,3,15,0
York Park,91237,2010,3,16,0
York Park,91237,2010,3,17,0
York Park,91237,2010,3,18,0
York Park,91237,2010,3,19,3
York Park,91237,2010,3,20,0
York Park,91237,2010,3,21,0
York Park,91237,2010,3,22,3
York Park,91237,2010,3,23,0
York Park,91237,2010,3,24,0
York Park,91237,2010,3,25,0
York Park,91237,2010,3,26,0
York Park,91237,2010,3,27,0
York Park,91237,2010,3,28,0
York Park,91237,2010,3,29,24.6
York Park,91237,2010,3,30,0
York Park,91237,2010,3,31,0
York Park,91237,2010,4,1,0
York Park,91237,2010,4,2,0.2
York Park,91237,2010,4,3,0
York Park,91237,2010,4,4,0
York Park,91237,2010,4,5,0
York Park,91237,2010,4,6,0
York Park,91237,2010,4,7,0
York Park,91237,2010,4,8,11
York Park,91237,2010,4,9,0
York Park,91237,2010,4,10,0
York Park,91237,2010,4,11,16.4
York Park,91237,2010,4,12,5.5
York Park,91237,2010,4,13,0
York Park,91237,2010,4,14,0
York Park,91237,2010,4,15,0
York Park,91237,2010,4,16,0
York Park,91237,2010,4,17,0.1
York Park,91237,2010,4,18,0
York Park,91237,2010,4,19,0
York Park,91237,2010,4,20,0
York Park,91237,2010,4,21,25
York Park,91237,2010,4,22,0.4
York Park,91237,2010,4,23,10.8
York Park,91237,2010,4,24,13.8
York Park,91237,2010,4,25,1.2
York Park,91237,2010,4,26,0
York Park,91237,2010,4,27,4.2
York Park,91237,2010,4,28,1.7
York Park,91237,2010,4,29,7
York Park,91237,2010,4,30,0
York Park,91237,2010,5,1,0.2
York Park,91237,2010,5,2,4.6
York Park,91237,2010,5,3,0
York Park,91237,2010,5,4,6.8
York Park,91237,2010,5,5,10
York Park,91237,2010,5,6,0
York Park,91237,2010,5,7,4
York Park,91237,2010,5,8,1.2
York Park,91237,2010,5,9,0.6
York Park,91237,2010,5,10,1
York Park,91237,2010,5,11,3.8
York Park,91237,2010,5,12,0
York Park,91237,2010,5,13,0
York Park,91237,2010,5,14,0
York Park,91237,2010,5,15,0
York Park,91237,2010,5,16,0
York Park,91237,2010,5,17,0
York Park,91237,2010,5,18,0
York Park,91237,2010,5,19,0
York Park,91237,2010,5,20,0.2
York Park,91237,2010,5,21,0.2
York Park,91237,2010,5,22,0.2
York Park,91237,2010,5,23,0
York Park,91237,2010,5,24,0
York Park,91237,2010,5,25,0.2
York Park,91237,2010,5,26,0.2
York Park,91237,2010,5,27,0
York Park,91237,2010,5,28,4.2
York Park,91237,2010,5,29,11.8
York Park,91237,2010,5,30,2.1
York Park,91237,2010,5,31,0
York Park,91237,2010,6,1,0
York Park,91237,2010,6,2,0.2
York Park,91237,2010,6,3,0
York Park,91237,2010,6,4,0.2
York Park,91237,2010,6,5,0.6
York Park,91237,2010,6,6,0
York Park,91237,2010,6,7,0
York Park,91237,2010,6,8,0.4
York Park,91237,2010,6,9,8.8
York Park,91237,2010,6,10,0
York Park,91237,2010,6,11,0
York Park,91237,2010,6,12,0
York Park,91237,2010,6,13,0
York Park,91237,2010,6,14,0
York Park,91237,2010,6,15,0.8
York Park,91237,2010,6,16,1.2
York Park,91237,2010,6,17,25
York Park,91237,2010,6,18,0.4
York Park,91237,2010,6,19,26
York Park,91237,2010,6,20,0
York Park,91237,2010,6,21,0
York Park,91237,2010,6,22,0.2
York Park,91237,2010,6,23,0
York Park,91237,2010,6,24,0
York Park,91237,2010,6,25,8.6
York Park,91237,2010,6,26,8
York Park,91237,2010,6,27,0
York Park,91237,2010,6,28,0.4
York Park,91237,2010,6,29,19.2
York Park,91237,2010,6,30,7.8
York Park,91237,2010,7,1,4.2
York Park,91237,2010,7,2,0
York Park,91237,2010,7,3,0
York Park,91237,2010,7,4,0.4
York Park,91237,2010,7,5,0.2
York Park,91237,2010,7,6,0.2
York Park,91237,2010,7,7,0.4
York Park,91237,2010,7,8,0.2
York Park,91237,2010,7,9,0.1
York Park,91237,2010,7,10,0.8
York Park,91237,2010,7,11,18
York Park,91237,2010,7,12,10.4
York Park,91237,2010,7,13,0.4
York Park,91237,2010,7,14,10.4
York Park,91237,2010,7,15,0
York Park,91237,2010,7,16,0
York Park,91237,2010,7,17,0.2
York Park,91237,2010,7,18,3.4
York Park,91237,2010,7,19,12.4
York Park,91237,2010,7,20,0.8
York Park,91237,2010,7,21,0.4
York Park,91237,2010,7,22,0
York Park,91237,2010,7,23,0
York Park,91237,2010,7,24,0
York Park,91237,2010,7,25,0
York Park,91237,2010,7,26,0
York Park,91237,2010,7,27,0
York Park,91237,2010,7,28,0
York Park,91237,2010,7,29,0
York Park,91237,2010,7,30,0.4
York Park,91237,2010,7,31,12.6
York Park,91237,2010,8,1,12.4
York Park,91237,2010,8,2,0
York Park,91237,2010,8,3,0
York Park,91237,2010,8,4,1.2
York Park,91237,2010,8,5,3.6
York Park,91237,2010,8,6,0
York Park,91237,2010,8,7,0
York Park,91237,2010,8,8,0
York Park,91237,2010,8,9,2.2
York Park,91237,2010,8,10,1.2
York Park,91237,2010,8,11,7.9
York Park,91237,2010,8,12,25.3
York Park,91237,2010,8,13,0.1
York Park,91237,2010,8,14,0
York Park,91237,2010,8,15,4
York Park,91237,2010,8,16,0.4
York Park,91237,2010,8,17,0
York Park,91237,2010,8,18,0
York Park,91237,2010,8,19,9.6
York Park,91237,2010,8,20,6.8
York Park,91237,2010,8,21,0.6
York Park,91237,2010,8,22,0
York Park,91237,2010,8,23,16
York Park,91237,2010,8,24,3.8
York Park,91237,2010,8,25,5
York Park,91237,2010,8,26,6
York Park,91237,2010,8,27,0.6
York Park,91237,2010,8,28,0
York Park,91237,2010,8,29,0
York Park,91237,2010,8,30,0
York Park,91237,2010,8,31,0
York Park,91237,2010,9,1,12.4
York Park,91237,2010,9,2,0
York Park,91237,2010,9,3,0
York Park,91237,2010,9,4,8
York Park,91237,2010,9,5,31
York Park,91237,2010,9,6,0
York Park,91237,2010,9,7,0
York Park,91237,2010,9,8,0
York Park,91237,2010,9,9,0
York Park,91237,2010,9,10,13
York Park,91237,2010,9,11,0.2
York Park,91237,2010,9,12,2.4
York Park,91237,2010,9,13,1.8
York Park,91237,2010,9,14,0
York Park,91237,2010,9,15,0
York Park,91237,2010,9,16,0
York Park,91237,2010,9,17,0
York Park,91237,2010,9,18,0
York Park,91237,2010,9,19,0
York Park,91237,2010,9,20,0
York Park,91237,2010,9,21,0
York Park,91237,2010,9,22,0
York Park,91237,2010,9,23,0
York Park,91237,2010,9,24,0
York Park,91237,2010,9,25,0
York Park,91237,2010,9,26,0
York Park,91237,2010,9,27,3.6
York Park,91237,2010,9,28,4
York Park,91237,2010,9,29,2.4
York Park,91237,2010,9,30,0
York Park,91237,2010,10,1,0
York Park,91237,2010,10,2,0
York Park,91237,2010,10,3,0
York Park,91237,2010,10,4,0
York Park,91237,2010,10,5,0.6
York Park,91237,2010,10,6,0
York Park,91237,2010,10,7,9.6
York Park,91237,2010,10,8,0.6
York Park,91237,2010,10,9,0
York Park,91237,2010,10,10,0
York Park,91237,2010,10,11,0
York Park,91237,2010,10,12,0
York Park,91237,2010,10,13,1.8
York Park,91237,2010,10,14,0
York Park,91237,2010,10,15,
York Park,91237,2010,10,16,26
York Park,91237,2010,10,17,0
York Park,91237,2010,10,18,0.2
York Park,91237,2010,10,19,0.4
York Park,91237,2010,10,20,0
York Park,91237,2010,10,21,0
York Park,91237,2010,10,22,0
York Park,91237,2010,10,23,8
York Park,91237,2010,10,24,0
York Park,91237,2010,10,25,0
York Park,91237,2010,10,26,0
York Park,91237,2010,10,27,0
York Park,91237,2010,10,28,0
York Park,91237,2010,10,29,0
York Park,91237,2010,10,30,0
York Park,91237,2010,10,31,4.4
York Park,91237,2010,11,1,3
York Park,91237,2010,11,2,0
York Park,91237,2010,11,3,0.8
York Park,91237,2010,11,4,0
York Park,91237,2010,11,5,0
York Park,91237,2010,11,6,0
York Park,91237,2010,11,7,0
York Park,91237,2010,11,8,12
York Park,91237,2010,11,9,0
York Park,91237,2010,11,10,0
York Park,91237,2010,11,11,1.6
York Park,91237,2010,11,12,0
York Park,91237,2010,11,13,3.6
York Park,91237,2010,11,14,15.8
York Park,91237,2010,11,15,0.4
York Park,91237,2010,11,16,1.6
York Park,91237,2010,11,17,0
York Park,91237,2010,11,18,0
York Park,91237,2010,11,19,0
York Park,91237,2010,11,20,0
York Park,91237,2010,11,21,0
York Park,91237,2010,11,22,0
York Park,91237,2010,11,23,0
York Park,91237,2010,11,24,1.8
York Park,91237,2010,11,25,2.6
York Park,91237,2010,11,26,0.8
York Park,91237,2010,11,27,0
York Park,91237,2010,11,28,9.8
York Park,91237,2010,11,29,0
York Park,91237,2010,11,30,0
York Park,91237,2010,12,1,0
York Park,91237,2010,12,2,0
York Park,91237,2010,12,3,0.8
York Park,91237,2010,12,4,0
York Park,91237,2010,12,5,3.2
York Park,91237,2010,12,6,0
York Park,91237,2010,12,7,0
York Park,91237,2010,12,8,5.8
York Park,91237,2010,12,9,15.8
York Park,91237,2010,12,10,3.4
York Park,91237,2010,12,11,6
York Park,91237,2010,12,12,26
York Park,91237,2010,12,13,0
York Park,91237,2010,12,14,0
York Park,91237,2010,12,15,0
York Park,91237,2010,12,16,3.6
York Park,91237,2010,12,17,0
York Park,91237,2010,12,18,19
York Park,91237,2010,12,19,0.2
York Park,91237,2010,12,20,8
York Park,91237,2010,12,21,1.2
York Park,91237,2010,12,22,0
York Park,91237,2010,12,23,0
York Park,91237,2010,12,24,0
York Park,91237,2010,12,25,0
York Park,91237,2010,12,26,0
York Park,91237,2010,12,27,0
York Park,91237,2010,12,28,0
York Park,91237,2010,12,29,0
York Park,91237,2010,12,30,0
York Park,91237,2010,12,31,0
York Park,91237,2011,1,1,0
York Park,91237,2011,1,2,0
York Park,91237,2011,1,3,0
York Park,91237,2011,1,4,0
York Park,91237,2011,1,5,0
York Park,91237,2011,1,6,0
York Park,91237,2011,1,7,0
York Park,91237,2011,1,8,0
York Park,91237,2011,1,9,0
York Park,91237,2011,1,10,0
York Park,91237,2011,1,11,1.4
York Park,91237,2011,1,12,2
York Park,91237,2011,1,13,15
York Park,91237,2011,1,14,3
York Park,91237,2011,1,15,21
York Park,91237,2011,1,16,0
York Park,91237,2011,1,17,0
York Park,91237,2011,1,18,0
York Park,91237,2011,1,19,0
York Park,91237,2011,1,20,0
York Park,91237,2011,1,21,0
York Park,91237,2011,1,22,0
York Park,91237,2011,1,23,0
York Park,91237,2011,1,24,11
York Park,91237,2011,1,25,0
York Park,91237,2011,1,26,1
York Park,91237,2011,1,27,0
York Park,91237,2011,1,28,0
York Park,91237,2011,1,29,0
York Park,91237,2011,1,30,0
York Park,91237,2011,1,31,0
York Park,91237,2011,2,1,5.6
York Park,91237,2011,2,2,0.8
York Park,91237,2011,2,3,0
York Park,91237,2011,2,4,0
York Park,91237,2011,2,5,2.8
York Park,91237,2011,2,6,0
York Park,91237,2011,2,7,0
York Park,91237,2011,2,8,0
York Park,91237,2011,2,9,0
York Park,91237,2011,2,10,0
York Park,91237,2011,2,11,8.2
York Park,91237,2011,2,12,0
York Park,91237,2011,2,13,0
York Park,91237,2011,2,14,0
York Park,91237,2011,2,15,0
York Park,91237,2011,2,16,0
York Park,91237,2011,2,17,0
York Park,91237,2011,2,18,0.2
York Park,91237,2011,2,19,19
York Park,91237,2011,2,20,5
York Park,91237,2011,2,21,1.2
York Park,91237,2011,2,22,0
York Park,91237,2011,2,23,0
York Park,91237,2011,2,24,0
York Park,91237,2011,2,25,0
York Park,91237,2011,2,26,0.2
York Park,91237,2011,2,27,0.2
York Park,91237,2011,2,28,0
York Park,91237,2011,3,1,0
York Park,91237,2011,3,2,0
York Park,91237,2011,3,3,0.6
York Park,91237,2011,3,4,0
York Park,91237,2011,3,5,0
York Park,91237,2011,3,6,0
York Park,91237,2011,3,7,0
York Park,91237,2011,3,8,0
York Park,91237,2011,3,9,11.2
York Park,91237,2011,3,10,0
York Park,91237,2011,3,11,0
York Park,91237,2011,3,12,0
York Park,91237,2011,3,13,0
York Park,91237,2011,3,14,0
York Park,91237,2011,3,15,0
York Park,91237,2011,3,16,0
York Park,91237,2011,3,17,0
York Park,91237,2011,3,18,0
York Park,91237,2011,3,19,0
York Park,91237,2011,3,20,0
York Park,91237,2011,3,21,0
York Park,91237,2011,3,22,7.8
York Park,91237,2011,3,23,5
York Park,91237,2011,3,24,37
York Park,91237,2011,3,25,26
York Park,91237,2011,3,26,0
York Park,91237,2011,3,27,0
York Park,91237,2011,3,28,0
York Park,91237,2011,3,29,0
York Park,91237,2011,3,30,0
York Park,91237,2011,3,31,0
York Park,91237,2011,4,1,0
York Park,91237,2011,4,2,0.4
York Park,91237,2011,4,3,0
York Park,91237,2011,4,4,0
York Park,91237,2011,4,5,0
York Park,91237,2011,4,6,0
York Park,91237,2011,4,7,0
York Park,91237,2011,4,8,0
York Park,91237,2011,4,9,0
York Park,91237,2011,4,10,22.5
York Park,91237,2011,4,11,4.6
York Park,91237,2011,4,12,2.2
York Park,91237,2011,4,13,33.8
York Park,91237,2011,4,14,1.2
York Park,91237,2011,4,15,0
York Park,91237,2011,4,16,0
York Park,91237,2011,4,17,0
York Park,91237,2011,4,18,0
York Park,91237,2011,4,19,0
York Park,91237,2011,4,20,0
York Park,91237,2011,4,21,0.2
York Park,91237,2011,4,22,1.8
York Park,91237,2011,4,23,0
York Park,91237,2011,4,24,0
York Park,91237,2011,4,25,0
York Park,91237,2011,4,26,0
York Park,91237,2011,4,27,0.2
York Park,91237,2011,4,28,0
York Park,91237,2011,4,29,0
York Park,91237,2011,4,30,0.2
York Park,91237,2011,5,1,0
York Park,91237,2011,5,2,6.6
York Park,91237,2011,5,3,0
York Park,91237,2011,5,4,0.2
York Park,91237,2011,5,5,0
York Park,91237,2011,5,6,0.2
York Park,91237,2011,5,7,0
York Park,91237,2011,5,8,0
York Park,91237,2011,5,9,0
York Park,91237,2011,5,10,0
York Park,91237,2011,5,11,10
York Park,91237,2011,5,12,
York Park,91237,2011,5,13,3.6
York Park,91237,2011,5,14,0
York Park,91237,2011,5,15,0
York Park,91237,2011,5,16,0
York Park,91237,2011,5,17,0
York Park,91237,2011,5,18,0
York Park,91237,2011,5,19,0
York Park,91237,2011,5,20,0.4
York Park,91237,2011,5,21,0
York Park,91237,2011,5,22,0
York Park,91237,2011,5,23,15.8
York Park,91237,2011,5,24,1.2
York Park,91237,2011,5,25,0
York Park,91237,2011,5,26,0
York Park,91237,2011,5,27,0
York Park,91237,2011,5,28,0
York Park,91237,2011,5,29,0
York Park,91237,2011,5,30,0
York Park,91237,2011,5,31,0.3
York Park,91237,2011,6,1,0.8
York Park,91237,2011,6,2,0
York Park,91237,2011,6,3,0
York Park,91237,2011,6,4,6.5
York Park,91237,2011,6,5,3.2
York Park,91237,2011,6,6,13.6
York Park,91237,2011,6,7,10.6
York Park,91237,2011,6,8,23.6
York Park,91237,2011,6,9,22.6
York Park,91237,2011,6,10,0
York Park,91237,2011,6,11,0
York Park,91237,2011,6,12,0
York Park,91237,2011,6,13,0
York Park,91237,2011,6,14,0
York Park,91237,2011,6,15,0.6
York Park,91237,2011,6,16,0
York Park,91237,2011,6,17,
York Park,91237,2011,6,18,3.6
York Park,91237,2011,6,19,0
York Park,91237,2011,6,20,9.6
York Park,91237,2011,6,21,17.5
York Park,91237,2011,6,22,2
York Park,91237,2011,6,23,0.1
York Park,91237,2011,6,24,0
York Park,91237,2011,6,25,0
York Park,91237,2011,6,26,0.2
York Park,91237,2011,6,27,1
York Park,91237,2011,6,28,0
York Park,91237,2011,6,29,0
York Park,91237,2011,6,30,0
York Park,91237,2011,7,1,0
York Park,91237,2011,7,2,0
York Park,91237,2011,7,3,5.6
York Park,91237,2011,7,4,12
York Park,91237,2011,7,5,18.6
York Park,91237,2011,7,6,0.2
York Park,91237,2011,7,7,0
York Park,91237,2011,7,8,0
York Park,91237,2011,7,9,0
York Park,91237,2011,7,10,0.6
York Park,91237,2011,7,11,0
York Park,91237,2011,7,12,0
York Park,91237,2011,7,13,0
York Park,91237,2011,7,14,0
York Park,91237,2011,7,15,0
York Park,91237,2011,7,16,0
York Park,91237,2011,7,17,0
York Park,91237,2011,7,18,0
York Park,91237,2011,7,19,0.2
York Park,91237,2011,7,20,0
York Park,91237,2011,7,21,0
York Park,91237,2011,7,22,0.1
York Park,91237,2011,7,23,0.1
York Park,91237,2011,7,24,0
York Park,91237,2011,7,25,0
York Park,91237,2011,7,26,0
York Park,91237,2011,7,27,0.2
York Park,91237,2011,7,28,0
York Park,91237,2011,7,29,0
York Park,91237,2011,7,30,0.2
York Park,91237,2011,7,31,0.2
York Park,91237,2011,8,1,1.8
York Park,91237,2011,8,2,3.2
